,title,description,date,channel,num_tags,duration,viewcount,likecount,dislikecount,commentcount,topics
15,Chronic Hepatitis B: Treatment Indications and Options (2/3),"Fifth speaker Dr Lui from Gleneagles Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Lui Hock Foong
Consultant Gastroenterologist
H F Lui Digestive & Liver Clinic
Gleneagles Hospital",2012-01-11T03:29:50.000Z,MOHSingapore,5,PT8M32S,4446,9,1,1,Society
16,Chronic Hepatitis B: What to do after diagnosis (3/3),"Fourth speaker Professor Teo from Changi General Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Professor Teo Eng Kiong
Deputy Chairman Medical Board (Medical Disciplines);
Chief of Gastroenterology
Changi General Hospital",2012-01-11T03:30:27.000Z,MOHSingapore,5,PT5M7S,322,0,0,0,Society
17,Chronic Hepatitis B: What to do after diagnosis (2/3),"Fourth speaker Professor Teo from Changi General Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Professor Teo Eng Kiong
Deputy Chairman Medical Board (Medical Disciplines);
Chief of Gastroenterology
Changi General Hospital",2012-01-11T03:27:58.000Z,MOHSingapore,5,PT9M6S,821,1,0,1,Society
18,Chronic Hepatitis B: What to do after diagnosis (1/3),"Fourth speaker Professor Teo from Changi General Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Professor Teo Eng Kiong
Deputy Chairman Medical Board (Medical Disciplines);
Chief of Gastroenterology
Changi General Hospital",2012-01-11T03:26:03.000Z,MOHSingapore,5,PT9M14S,2103,2,1,1,Society
19,Hepatitis B Vaccination (2/2),"Third speaker Dr Guan from Mount Elizabeth Medical Centre speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Richard Guan
Consultant
Gastroenterologist & Hepatologist
Medical Clinic One
Mount Elizabeth Hospital",2012-01-11T03:23:18.000Z,MOHSingapore,5,PT7M2S,400,1,0,0,Society
20,Hepatitis B Vaccination (1/2),"Third speaker Dr Guan from Mount Elizabeth Medical Centre speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Richard Guan
Consultant
Gastroenterologist & Hepatologist
Medical Clinic One
Mount Elizabeth Hospital",2012-01-11T03:21:22.000Z,MOHSingapore,5,PT9M28S,536,1,0,0,Society
21,Epidimiology and Natural History of HBV Infection (3/3),"First speaker Dr Chong from Gleneagles Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Roland Chong
Gastroenterologist
Roland Chong Gastroenterology & Medical Clinic Pte Ltd
Gleneagles Medical Centre",2012-01-11T03:13:31.000Z,MOHSingapore,5,PT9M56S,208,0,0,0,Society
22,Epidimiology and Natural History of HBV Infection (2/3),"First speaker Dr Chong from Gleneagles Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Roland Chong
Gastroenterologist
Roland Chong Gastroenterology & Medical Clinic Pte Ltd
Gleneagles Medical Centre",2012-01-11T03:10:30.000Z,MOHSingapore,5,PT9M43S,281,0,0,0,Society
23,Epidimiology and Natural History of HBV Infection (1/3),"First speaker Dr Chong from Gleneagles Hospital speaks at the launch of the MOH Clinical Practice Guidelines (CPG) on Chronic Hepatitis B Infection.

Speaker details:
Dr Roland Chong
Gastroenterologist
Roland Chong Gastroenterology & Medical Clinic Pte Ltd
Gleneagles Medical Centre",2012-01-11T03:07:28.000Z,MOHSingapore,5,PT9M57S,1033,3,0,0,Society
24,Official Launch of the Eastern Health Alliance - 18 Nov 2011,Official Launch of the Eastern Health Alliance - 18 Nov 2011,2011-11-18T10:48:19.000Z,MOHSingapore,10,PT4M3S,453,0,0,0,Society
25,Singapore Dental Council Dentist's Pledge Affirmation Ceremony 2011,SDC Dentists' Pledge,2011-11-14T10:09:50.000Z,MOHSingapore,3,PT3M58S,196,1,0,0,Society
26,World Diabetes Day,World Diabetes Day,2011-11-14T03:58:58.000Z,MOHSingapore,4,PT2M22S,69,0,0,0,Society
27,Moving forward towards better primary care,Moving forward towards better primary care,2011-10-10T10:18:38.000Z,MOHSingapore,6,PT2M38S,347,0,0,0,Society
28,Importance of health screening,01102011 min doorstop,2011-10-03T10:23:39.000Z,MOHSingapore,3,PT57S,255,0,0,0,Society
29,Transforming Our Primary Care,Transforming Our Primary Care,2011-09-20T09:59:13.000Z,MOHSingapore,4,PT3M,637,1,0,0,Society
30,Public Health Challenges facing Singapore,Three Public Healh Challenges for Singapore,2011-09-19T10:54:55.000Z,MOHSingapore,6,PT3M45S,391,1,0,0,Society
31,Ms Christine Fock - Evidence-informed Screening: Role of Primary Care Physician, ,2011-09-05T02:24:55.000Z,MOHSingapore,8,PT7M25S,286,1,0,0,Society
32,Prof Jeffrey Low - Cervical screening, ,2011-09-05T02:23:19.000Z,MOHSingapore,2,PT13M22S,343,0,0,0,Society
33,Dr James Khoo - Breast screening, ,2011-09-05T02:17:09.000Z,MOHSingapore,2,PT8M59S,532,3,0,0,Society
34,Prof Lee Hin Peng - Welcome and introduction, ,2011-09-05T02:14:23.000Z,MOHSingapore,3,PT8M53S,343,0,0,0,Video_game_culture
35,Prof Lynne Lim - Infective rhinosinusitis in children, ,2011-09-02T09:41:22.000Z,MOHSingapore,4,PT11M40S,248,0,0,0,Society
36,Prof Henry Tan - Rhinitis in pregnancy, ,2011-09-02T09:39:18.000Z,MOHSingapore,3,PT10M25S,449,1,0,0,Entertainment
37,Prof A Balakrishan - Allergic rhinitis in children, ,2011-09-02T09:35:55.000Z,MOHSingapore,4,PT8M52S,536,0,0,0,Society
38,Prof Siow Jin Keat - Introduction to CPG - The common cold & antibiotic use in ABRS, ,2011-09-02T09:33:15.000Z,MOHSingapore,11,PT6M48S,571,0,1,0,Society
39,Dr Leonard Koh - Treatment of osteoporosis(including FRAX)(Part 2), ,2011-09-02T09:08:39.000Z,MOHSingapore,5,PT9M32S,689,1,0,0,Society
40,Dr Leonard Koh - Treatment of osteoporosis(including FRAX)(Part 1), ,2011-09-02T09:04:07.000Z,MOHSingapore,5,PT12M38S,1340,2,0,0,Society
41,Dr Lydia Au - Prevention of falls, ,2011-09-02T09:01:21.000Z,MOHSingapore,3,PT12M12S,428,0,0,0,Society
42,Dr Leong Keng Hong - Prevention of Osteoporosis, ,2011-09-02T09:01:01.000Z,MOHSingapore,3,PT10M30S,994,3,0,0,Society
43,Dr Chionh Siok Bee - Diagnosis of osteoporosis, ,2011-09-02T08:56:26.000Z,MOHSingapore,3,PT13M19S,1370,3,0,0,Society
44,Dr Tan Hiok Hee - Management of Genital Ulcers and Discharges (Welcome & Introduction), ,2011-09-02T08:53:38.000Z,MOHSingapore,8,PT5M29S,369,0,0,0,Lifestyle_(sociology);Health
45,Dr Tan Keng Leong - Management of acute exacerbation, ,2011-09-02T08:35:26.000Z,MOHSingapore,4,PT10M2S,636,1,0,0,Society
46,Prof. Daniel Goh - Non-pharmacological aspects - Asthma Management in Children (Part 2), ,2011-09-02T08:32:34.000Z,MOHSingapore,7,PT9M37S,302,0,0,0,Society
47,Prof. Daniel Goh - Non-pharmacological aspects - Asthma Management in Children (Part 1), ,2011-09-02T08:29:57.000Z,MOHSingapore,7,PT10M16S,358,3,0,0,Society
48,Dr John Abisheganaden - Asthma Control in Adults, ,2011-09-02T08:21:43.000Z,MOHSingapore,4,PT11M16S,495,0,0,0,Society
49,Dr Tan Ngiap Chuan - Written Asthma Action Plan (Part 2), ,2011-09-02T08:19:09.000Z,MOHSingapore,5,PT12M23S,229,0,0,0,Society
0,Dr Tan Ngiap Chuan - Written Asthma Action Plan (Part 1), ,2011-09-02T08:16:12.000Z,MOHSingapore,5,PT12M1S,552,0,0,0,Society
1,Prof. Chay Oh Moh - Asthma Management in Children(Part 2), ,2011-09-02T08:15:12.000Z,MOHSingapore,5,PT11M33S,273,2,0,0,Society
2,Prof. Chay Oh Moh - Asthma Management in Children(Part 1), ,2011-09-02T08:12:36.000Z,MOHSingapore,5,PT10M57S,692,0,0,0,Society
3,Prof. Lim Tow Keang - New Asthma CPG for Control, ,2011-09-02T08:11:24.000Z,MOHSingapore,5,PT14M30S,693,4,1,0,Society
4,Prof Lim Shih Hui - Use of Acupuncture in the Management of Headaches (Part 2), ,2011-09-02T07:03:18.000Z,MOHSingapore,10,PT9M3S,95,0,0,0,Society
5,Prof Lim Shih Hui - Use of Acupuncture in the Management of Headaches (Part 1), ,2011-09-02T06:59:42.000Z,MOHSingapore,10,PT8M28S,173,1,0,0,Society
6,Dr Lee Sze Haur - Secondary Headaches & When to Worry (Part 2), ,2011-09-02T06:57:44.000Z,MOHSingapore,8,PT10M5S,306,1,0,0,Society
7,Dr Lee Sze Haur - Secondary Headaches & When to Worry (Part 1), ,2011-09-02T06:54:00.000Z,MOHSingapore,8,PT8M45S,790,3,0,0,Society
8,Dr Ng Beng Yeong - Behavioural & Non-pharmacologic Treatments of Headache, ,2011-09-02T06:51:28.000Z,MOHSingapore,6,PT13M5S,829,3,0,0,Society
9,Dr Charles Siow - Clinical Management of Tension-Type Headaches (Part 2), ,2011-09-02T06:48:32.000Z,MOHSingapore,8,PT8M2S,150,0,0,0,Society
10,Dr Charles Siow - Clinical Management of Tension-Type Headaches (Part 1), ,2011-09-02T06:41:28.000Z,MOHSingapore,8,PT8M10S,302,0,0,0,Society
11,Dr Ho King Hee - Management of Migraine: an update (Part 2), ,2011-09-02T06:38:58.000Z,MOHSingapore,5,PT9M44S,338,1,0,0,Society
12,Dr Ho King Hee - Management of Migraine: an update (Part 1), ,2011-09-02T06:36:26.000Z,MOHSingapore,5,PT11M30S,970,3,0,0,Society
13,Dr Au Wing Lok - Management of Parkinson's Disease (Part 2), ,2011-09-02T06:17:51.000Z,MOHSingapore,6,PT13M54S,192,0,0,0,Society
14,Dr Au Wing Lok - Management of Parkinson's Disease (Part 1), ,2011-09-02T06:14:44.000Z,MOHSingapore,6,PT13M45S,645,2,0,0,Society
15,Dr John Thomas - Surgical Management of Parkinson's Disease (Part 2), ,2011-09-02T06:12:24.000Z,MOHSingapore,7,PT14M53S,47,0,0,0,Society
16,Dr John Thomas - Surgical Management of Parkinson's Disease (Part 1), ,2011-09-02T06:11:46.000Z,MOHSingapore,7,PT14M29S,75,0,0,0,Society
17,Dr Christopher Lien - Parkinson's Disease in the Elderly (Part 2), ,2011-09-02T06:07:59.000Z,MOHSingapore,7,PT14M1S,184,1,0,0,Society
18,Dr Christopher Lien - Parkinson's Disease in the Elderly (Part 1), ,2011-09-02T06:06:19.000Z,MOHSingapore,7,PT13M57S,462,1,0,0,Society
19,Dr June Tan - Manifestations of Parkinson's Disease (Part 2), ,2011-09-02T06:01:55.000Z,MOHSingapore,6,PT11M23S,64,0,0,1,Society
20,Dr June Tan - Manifestations of Parkinson's Disease (Part 1), ,2011-09-02T05:58:44.000Z,MOHSingapore,6,PT9M17S,157,0,0,0,Society
21,Dr Lo Ngai Nung - Surgery for Osteoarthritis for the knee, ,2011-09-02T04:40:54.000Z,MOHSingapore,6,PT13M56S,4616,12,6,3,Society
22,Dr Celia Tan - Physiotherapy in OA Knees, ,2011-09-02T04:34:15.000Z,MOHSingapore,6,PT13M19S,561,2,0,0,Society
23,Dr Sheila Vasoo - Glucosamine & Chondroitin Therapy in Knee Osteoarthritis, ,2011-09-02T04:30:51.000Z,MOHSingapore,7,PT9M45S,572,1,0,0,Society
24,Dr Lau Tang Ching - Intra-Articular Injections, ,2011-09-02T04:26:10.000Z,MOHSingapore,5,PT3M23S,365,0,0,0,Lifestyle_(sociology);Health
25,Osteoarthritis of the knees Part 2, ,2011-09-02T04:21:46.000Z,MOHSingapore,6,PT8M53S,114,1,0,0,Society
26,Dr Bernard Thong - Osteoarthritis of the knees (Part 1), ,2011-09-02T04:19:43.000Z,MOHSingapore,6,PT7M45S,242,1,0,0,Society
27,Dr Tan Kok Leong - Role of GP in Diagnosis & Follow-up of Dementia Patients, ,2011-09-02T04:01:54.000Z,MOHSingapore,11,PT14M34S,526,0,0,0,Society
28,Dr Chin Jing Jih - Ethical Issues in Dementia (Part 2), ,2011-09-02T03:44:56.000Z,MOHSingapore,6,PT12M12S,236,3,0,0,Society
29,Dr Chin Jing Jih - Ethical Issues in Dementia (Part 1), ,2011-09-02T03:42:26.000Z,MOHSingapore,6,PT12M46S,642,3,0,0,Society
30,Dr Philip Yap - Caregiving & Psychosocial Factors in Dementia (Part 2), ,2011-09-02T03:19:08.000Z,MOHSingapore,8,PT11M28S,376,3,0,0,Society
31,Caregiving & Psychosocial Factors in Dementia Part 1, ,2011-09-02T03:14:33.000Z,MOHSingapore,8,PT15M7S,282,0,0,0,Society
32,Dr Francis Ngui - Management of Behavioural & Psychological Symptons of Dementia, ,2011-09-02T03:06:53.000Z,MOHSingapore,8,PT13M18S,653,0,0,0,Society
33,Prof. Kua Ee Heok - Screening & Assessment of Dementia (Part 2), ,2011-09-02T02:28:01.000Z,MOHSingapore,7,PT10M16S,347,1,0,0,Society
34,Prof. Kua Ee Heok - Screening & Assessment of Dementia (Part 1), ,2011-09-02T02:18:24.000Z,MOHSingapore,7,PT10M16S,753,2,0,0,Society
35,Dr. Chong Mai Sian - Welcome & Introduction to Dementia, ,2011-09-02T02:00:56.000Z,MOHSingapore,5,PT5M10S,205,0,0,0,Society
36,"HOTA Amendment Radio Advertisement (2009, Tamil)", ,2011-09-02T01:53:57.000Z,MOHSingapore,2,PT1M1S,168,1,0,0,Technology;Lifestyle_(sociology)
37,"HOTA Amendment Radio Advertisement (2009, Malay)", ,2011-09-02T01:53:32.000Z,MOHSingapore,2,PT1M5S,25,1,0,0,Lifestyle_(sociology)
38,"HOTA Amendment Radio Advertisement (2009, English)", ,2011-09-02T01:52:58.000Z,MOHSingapore,2,PT1M3S,68,0,0,0,Technology;Lifestyle_(sociology)
39,"HOTA Amendment Radio Advertisement (2009, Chinese)", ,2011-09-02T01:49:12.000Z,MOHSingapore,2,PT1M5S,22,1,0,0,Technology;Lifestyle_(sociology)
40,Dr Guo Song - Management of Gambling Disorders Pt 3,,2011-08-24T09:37:01.000Z,MOHSingapore,2,PT9M59S,36,1,0,0,Video_game_culture
41,Dr Guo Song - Management of Gambling Disorders Pt 2,,2011-08-24T08:57:29.000Z,MOHSingapore,2,PT9M56S,51,0,0,0,Society
42,Dr Guo Song - Management of Gambling Disorders Pt 1, ,2011-08-24T08:24:52.000Z,MOHSingapore,2,PT9M59S,124,0,0,0,Lifestyle_(sociology)
43,Dr Thomas Lee - Gambling Disorders: How to Assess? Pt 2, ,2011-08-24T07:41:54.000Z,MOHSingapore,2,PT3M31S,45,0,0,0,Video_game_culture
44,Dr Thomas Lee - Gambling Disorders: How to Assess? Pt 1, ,2011-08-24T06:28:08.000Z,MOHSingapore,2,PT10M,49,0,0,0,Society
45,Dr Tan Hwee Sim - Understanding Gambling Disorders Pt 2, ,2011-08-24T04:57:18.000Z,MOHSingapore,2,PT7M44S,53,1,0,0,Society
46,Dr Tan Hwee Sim - Understanding Gambling Disorders Pt 1, ,2011-08-24T03:16:44.000Z,MOHSingapore,2,PT9M57S,126,0,0,0,Society
47,Dr Thomas Lee - Why CPG on Gambling Disorders? Pt 2, ,2011-08-24T02:13:41.000Z,MOHSingapore,2,PT9M58S,56,0,0,0,Society
48,Dr Thomas Lee - Why CPG on Gambling Disorders? Pt 1,,2011-08-23T09:55:36.000Z,MOHSingapore,2,PT9M56S,61,0,0,0,Society
49,Manpower Development in ILTC,,2011-08-18T11:05:12.000Z,MOHSingapore,None,PT3M58S,804,1,0,0,Society
0,Important roles of nurses & growth of nursing, ,2011-07-25T07:22:16.000Z,MOHSingapore,5,PT1M45S,492,2,0,0,Society
1,Hand Foot Mouth Disease, ,2011-07-15T10:38:37.000Z,MOHSingapore,2,PT3M17S,5983,5,0,1,Society
2,Caring for the Aged,Health Minister Gan Kim Yong's door stop at the Society for the Aged Sick's Ground Breaking Ceremony on 15 July.,2011-07-15T08:44:39.000Z,MOHSingapore,4,PT2M38S,506,0,0,0,Politics;Society
3,Strengthening Singapore's healthcare eco-system,"""Healthcare is a highly complex subject, with many challenges and few easy answers."" Find out more as Minister Gan shares the three key areas to strengthen our healthcare eco-system - expanding infrastructure, ensuring sufficient quality manpower & meeting the demands of an ageing population. His speech was delivered at the recent National Medical Excellence Awards to honour outstanding medical professionals.",2011-07-06T04:10:09.000Z,MOHSingapore,3,PT2M23S,935,0,1,0,Society
4,New HPB Colorectal Cancer Screening Programme, ,2011-07-02T06:01:15.000Z,MOHSingapore,9,PT1M45S,703,1,1,0,Society
5,Minister Gan's 3 areas of focus for healthcare, ,2011-05-31T10:32:30.000Z,MOHSingapore,6,PT2M3S,666,0,0,0,Society
6,What's coming up for Singapore Healthcare... Manpower Development,,2011-05-05T04:18:53.000Z,MOHSingapore,7,PT1M55S,692,1,4,0,Society
7,What's coming up for Singapore Healthcare... Enhanced Long Term Care,,2011-05-03T08:25:46.000Z,MOHSingapore,5,PT1M26S,314,0,0,0,Society
8,What's coming up for Singapore Healthcare... New and better Polyclinics, ,2011-04-28T09:00:59.000Z,MOHSingapore,2,PT1M56S,991,3,1,0,Society
9,What's coming up for Singapore Healthcare... New Hospitals, ,2011-04-26T09:57:39.000Z,MOHSingapore,2,PT1M41S,630,2,0,0,Society
10,Minister Khaw on nursing homes, ,2011-04-22T06:00:13.000Z,MOHSingapore,6,PT1M38S,1749,0,13,0,Society
11,Investing in healthcare infrastructure,$3bil will be spent in healthcare infrastructure development over the next 5 years. Find out more as Health Minister Khaw Boon Wan shares on the development of healthcare infrastructure in Singapore.,2011-04-21T15:27:42.000Z,MOHSingapore,2,PT1M48S,210,0,0,0,Society
